Documento,Titolo programma,Titolo sequenza/servizio,Canale Trasmissione,Data Trasmissione,Durata,Contenuto Audio,Contenuto Video,ID Notice,Note,Time Start,Time Stop
386,Tg1 edizione 13 30,Aggiornamenti riunione del Consiglio Europeo,RAI UNO,28/06/2018,00:01:23:08,Aggiornamenti da Bruxelles (Belgio) alla riunione del Consiglio europeo per discutere sulla gestione dell'emergenza immigrazione nell'Unione Europea.,"Interni studio Tg1, Soave parla seduta dietro scrivania. 28 giugno 2018. Bruxelles, Belgio. Interni palazzo sede dell'Unione Europea, primo ministro della Grecia Alexis Tsipras parla e posa per fotografi con il presidente della Commissione Europea Jean Claude Juncker. Interni palazzo sede Commissione Europea, primo ministro della Spagna Pedro Sanchez parla in piedi durante conferenza stampa. Berlino, Germania. Interni sede parlamento tedesco Bundestag, seduta del Bundestag, cancelliere della Germania Angela Merkel tiene intervento. Repertorio. Italia. Operazioni di sbarco a terra di immigrati extracomunitari clandestini soccorsi in mare.",T18179/105,"Non ci sono immagini di repertorio, interviste ",,
408,Tg1 edizione 13 30,Attacco informatico alla JPMorgan,RAI UNO,28/08/2014,00:01:13:18,"Scoperto un attacco informatico alla banca statunitense JP Morgan mirato a criptare informazioni riservate, forse proveniente dalla Russia o dall' Europa dell' Est. Sull' episodio sta indagando l' agenzia investigativa FBI, per accertare se vi siano legami con l' inasprimento delle sanzioni contro la Russia per la crisi in Ucraina.","Nalesso lancia servizio. Repertorio, USA, mani battono su tastiera del computer e muovono mouse, dettaglio schermata con teschio in sovrimpressione, persone effettuano acquisti in grandi magazzini, esterni e interni sede della Banca JP Morgan.",T14240/105,"Non ci sono immagini di repertorio, interviste ",,
20,Tg1 edizione 13 30,Sorteggi per l 'Europa League,RAI UNO,28/08/2015,00:01:43:12,"Esito del sorteggio della fase a gironi della competizione di calcio Europa League per le squadre italiane Lazio, Fiorentina e Napoli.","Nalesso lancia servizio. 28 Agosto 2015. Montecarlo, Principato di Monaco, fasi sorteggio della fase a gironi della competizione di calcio Europa League. Repertorio: fasi di gioco di partite di calcio.",T15240/105,"Non ci sono immagini di repertorio, interviste ",,
38,Tg1 edizione 13 30,Borse europee ed asiatiche,RAI UNO,28/08/2015,00:01:25:11,Andamento dei principali titoli azionari nelle borse europee ed asiatiche.,"Nalesso lancia servizio. Repertorio: Località varie. Interni Borse, consulenti finanziari lavorano al computer. New York, Usa esterni sede società finanziaria Moody's Corporation. Cartelli grafici sui valori del Prodotto Interno Lordo (PIL) dei paesi del G20 fornito da Moody's Corporation. Macchina stampa banconote in funzione.",T15240/105,"Non ci sono immagini di repertorio, interviste ",,
180,Tg1 edizione 13 30,Vertice dei Balcani,RAI UNO,28/08/2015,00:01:53:20,"Stima dei migranti che hanno raggiunto le coste italiane e l'Europa dall'inizio del 2015. Accordo tra Germania, Italia e Grecia per istituire centri di registrazione di migranti sul territorio in modo da agevolare l'individuazione di coloro che possono chiedere asilo politico e chi invece deve essere respinto.","Nalesso lancia servizio. 27 agosto 2015. Vienna, Austria. Intervento del cancelliere della Germania Merkel al vertice dei Balcani su immigrazione. Merkel saluta e parla con persone in interni ed esterni. Repertorio. Località varie. Immigrati forniscono loro generalità e rilasciano impronte digitali nei centri di registrazione, camminano in strada, oltrepassano valichi di frontiera delimitati da filo spinato, a bordo di barconi in mare.",T15240/105,"Non ci sono immagini di repertorio, interviste ",,
596,Tg1 edizione 13 30,Contenuti Nota di Aggiornamento al DEF,RAI UNO,28/09/2016,00:01:49:00,Informazioni sui contenuti della Nota di Aggiornamento al Documento di Economia e Finanza (DEF) 2016 approvata il 27 settembre 2016 dal Consiglio dei Ministri. Dichiarazioni del ministro dell'Economia e delle Finanze in merito.,"Interni studio Tg1, Anzaldo parla seduta dietro scrivania. 28 settembre 2016. Roma, Lazio, Italia. Conferenza stampa del ministro dell'Economia e delle Finanze Padoan. Riunione tra governo e sindacati. Repertorio. Italia. Campo lungo strade, persone camminano. Interni industrie, operai al lavoro e macchinari in funzione. Interni uffici, impiegati al lavoro. Bruxelles, Belgio. Esterni palazzo sede della Commissione Europea. Cartelli grafici sulla Nota di Aggiornamento al Documento di Economia e Finanza (DEF).",T16272/105,"Non ci sono immagini di repertorio, interviste ",,
33,Tg1 edizione 13 30,"NSA, stop al programma",RAI UNO,28/10/2013,00:01:11:00,Aggiornamenti sul caso relativo al sistema di spionaggio attuato dall'Agenzia per la Sicurezza Nazionale (NSA) degli USA nell'Unione europea. La Germania intende varare una commissione d'inchiesta parlamentare sul caso.,"28 ottobre 2013. Berlino, Germania. Giornalista Varvello parla in piedi. Repertorio. Località varie. Apparizioni pubbliche e conferenze stampa di alcuni politici tra cui il cancelliere della Germania Angela Merkel e il presidente degli USA Barack Obama. Dettagli cavi elettrici.",T13301/105,"Non ci sono immagini di repertorio, interviste ",,
340,Tg1 edizione 13 30,Spiate 46 milioni di telefonate,RAI UNO,28/10/2013,00:01:56:00,"Aggiornamenti sul caso relativo al sistema di spionaggio attuato dall'Agenzia per la Sicurezza Nazionale (NSA) degli USA nell'Unione Europea. Rivelazioni del sito internet ""Cryptome"" in merito alle operazioni di intercettazione effettuate dall'Agenzia NSA in Italia.","Interni studio tg1, Anzaldo parla seduta dietro la scrivania, vidiwall alle spalle. Repertorio. Roma, Lazio, Italia. Esterni sede Ambasciata degli USA in Italia. Località varie. Dettagli cavi elettrici. Dettagli sito internet ""Cryptome"" in merito alle operazioni di intercettazione effettuate dell'Agenzia per la Sicurezza Nazionale (NSA) degli USA nell'Unione Europea.",T13301/105,"Non ci sono immagini di repertorio, interviste ",,
671,Tg1 edizione 13 30,Montepaschi e Carige in recupero,RAI UNO,28/10/2014,00:01:33:00,Dichiarazioni del ministro dell' Economia e Finanze in seguito al calo delle azioni di Borsa delle banche Monte dei Paschi di Siena (MPS) e Carige dopo il mancato superamento del programma di valutazione del capitale di vigilanza (stress test) effettuati dalla Banca Centrale EUROPEA (BCE) sulle principali banche europee. Confronto tra governo e sindacati sulla Legge di Stabilità.,"Grimaldi lancia servizio. Repertorio, Italia, ministro dell' economia Pier Carlo Padoan seduto in interni; esterni banca Carige; mani sfogliano banconote. Conferenza stampa congiunta del segretario generale sindacato.CGIL Susanna Camusso e del segretario generale CISL Annamaria Furlan. Francoforte, Germania, esterni sede Banca Centrale EUROPEA (BCE). Cartelli grafici su andamento in Borsa di Carige e Monte Paschi di Siena.",T14301/105,"Non ci sono immagini di repertorio, interviste ",,
563,Tg1 edizione 13 30,Chiarimenti sulla Legge di Bilancio 2017,RAI UNO,28/10/2016,00:01:32:00,Contenuti della lettera di risposta alle richieste di chiarimenti sulla Legge di Bilancio 2017 inviata dal ministro dell'Economia e delle Finanze italiano alla Commissione Europea. Confermate le spese previste per la gestione dei flussi migratori nel mar Mediterraneo e delle emergenze legate agli eventi sismici avvenuti nel Centro Italia.,"Interni studio Tg1, Anzaldo parla seduta dietro scrivania. 27 ottobre 2016. Località varie. Dettaglio lettera inviata dal ministro dell'Economia e delle Finanze italiano Pier Carlo Padoan alla Commissione Europea riguardante le richieste di chiarimenti sulla Legge di Bilancio 2017. Repertorio. Interni palazzo sede della Commissione Europea, il Commissario Europeo per gli affari economici e monetari Pierre Moscovici tiene conferenza stampa. Cartelli grafici sulla lettera di Padoan.",T16302/105,"Non ci sono immagini di repertorio, interviste ",,
392,Tg1 edizione 13 30,I partiti sul terrorismo,RAI UNO,28/11/2015,00:01:38:14,Confronto politico sulle misure di sicurezza antiterrorismo in Italia e sulla lotta al terrorismo.,"Anzaldo lancia servizio. 28 novembre 2015. Mogliano Veneto, Treviso, Veneto, Italia. Interni albergo DoubleTree by Hilton Hotel Venice, convention del Partito Popolare europeo (PPE) “Il Nordest, L'Italia e l’Europa che vogliamo dopo Parigi”, intervento del presidente del partito Forza Italia (FI) Berlusconi. Dettaglio monitor di computer mostra blog del leader del Movimento Cinque Stelle (M5S) Beppe Grillo con critiche alle misure antiterrorismo del governo. Repertorio. Il ministro della Giustizia Andrea Orlando e il ministro Affari Esteri Paolo Gentiloni rilasciano interviste separate.",T15332/105,"Non ci sono immagini di repertorio, interviste ",,
115,Tg1 edizione 13 30,Salvataggio MPS,RAI UNO,28/12/2016,00:01:25:09,"Rilievi della Banca Centrale Europea (BCE) sui costi del salvataggio della banca Monte dei Paschi di Siena (MPS), chiesto un aumento di capitale da 8,8 miliardi; rassicurazioni date dal ministero dell'Economia italiano sulla sufficienza del fondo di 20 miliardi di euro del decreto ""salva risparmio"" per fare fronte a tutte le esigenze delle banche in difficoltà.","Interni studio, Anzaldo lancia servizio. Repertorio. Francoforte, Germania. Esterni sede Banca Centrale Europea (BCE). Siena, Toscana, Italia. Campo lungo Rocca Salimbeni, sede legale della banca Monte dei Paschi di Siena (MPS). Interni banca, conteggio manuale e meccanizzato di banconote euro. Cartelli grafici con dati su operazioni per il salvataggio di MPS.",T16363/105,"Non ci sono immagini di repertorio, interviste ",,
189,Tg1 edizione 13 30,Rimpatrio immigrati,RAI UNO,29/01/2016,00:01:55:09,Aggiornamenti sulle misure adottate da alcuni Paesi membri dell'Unione Europea (UE) per la gestione dell'emergenza immigrati. Annunciati dal Governo svedese e da quello finlandese l'espulsione di immigrati extracomunitari ai quali non è stato concesso il diritto di asilo. Impegno dell'Olanda a combattere il gruppo terroristico IS (Stato Islamico – detto anche ISIS o ISIL) in Siria,"Frittella lancia servizio. Gennaio 2016. Italia. Conferenza stampa del ministro degli Affari esteri Paolo Gentiloni. Bruxelles, Belgio. Esterni interni sede Commissione Europea. Svezia. Agenti di polizia controllano immigrati. Repertorio. Operazioni di salvataggio migranti a bordo di gommone nel mare Egeo.",T16029/105,"Non ci sono immagini di repertorio, interviste ",,
682,Tg1 edizione 13 30,Sergio Mattarella ricorda l' eccidio di Sant' Anna di Stazzema,RAI UNO,29/02/2020,00:01:30:11,Intervento di Mattarella che parla delle radici dell' odio e della possibilità di suo sviluppo ed Europa unita come migliore antidoto all' odio e all' abbattimento di muri divisori.Presidente della Repubblica Sergio Mattarella ricorda l' eccidio di Sant' Anna di Stazzema del 1944 in cui molte e donne furono uccisi da retate naziste. Offerte nuove opportunità dalla società che a sua volta può generare parure. Ricordarti episodi omofobi recenti con scritti contri ebrei. Fatti definiti isolati che colpiscono la memoria delle stragi a danni di ebrei. Per Sergio Mattarella la risposta migliore all' eccidio ed idea di morte è Europa unita.,Interno studio Tg1. Zucchini parla seduto dietro scrivania. Servizio. Intervento di Mattarella che parla in piedi in interni Quirinale. Presidente della Repubblica Sergio Mattarella cammina in esterni a Parco della Pace durante cerimonia commemorazione a Sant' Anna di Stazzema. Video Repertorio eccidio Sant' Anna di Stazzema in bianco e nero. Sergio Mattarella cammina in interni durante mostra fotografica. Primi piani su fotografie in bianco e nero vittime eccidio Sant' Anna di Stazzema. Primi piani su reperti su tavolo. Momenti incontro tra Sergio Mattarella e cittadini in piedi in interni.,T20060/105,"Non ci sono immagini di repertorio, interviste ",,
